pair_id,sentence,label,corruption_type,phenomenon,source
tone_0052,Tigi tọ̀pẹ̀ ní ń ṣàánú àfòmọ́.,correct,none,tone,menyo20k
tone_0052,Tigi tọpẹ ni n ṣaanu afomọ.,incorrect,strip_all,tone,menyo20k
tone_0052,Tigi tọ̀pẹ̀ ní ǹ ṣàánú àfòmọ́.,incorrect,single_flip,tone,menyo20k
tone_0052,Tigi tọ̀pẹ̀ ní ń ṣàánú àfòmọ.,incorrect,single_delete,tone,menyo20k
tone_0053,Àwọn obìnrin wọ̀nyẹn jẹ́ ajà-fẹ́tọ̀ àlááfíà àti ìparí ìjà.,correct,none,tone,menyo20k
tone_0053,Awọn obinrin wọnyẹn jẹ aja-fẹtọ alaafia ati ipari ija.,incorrect,strip_all,tone,menyo20k
tone_0053,Àwọn obìnrin wọ̀nyẹn jẹ́ ajà-fẹ́tọ̀ àlááfìà àti ìparí ìjà.,incorrect,single_flip,tone,menyo20k
tone_0053,Àwọn obìnrin wọ̀nyẹn jẹ́ ajà-fẹ́tọ àlááfíà àti ìparí ìjà.,incorrect,single_delete,tone,menyo20k
tone_0054,Jíjá-pà tì ọmú ni ti ìyá Àlàmú.,correct,none,tone,menyo20k
tone_0054,Jija-pa ti ọmu ni ti iya Alamu.,incorrect,strip_all,tone,menyo20k
tone_0054,Jíjá-pà tì ọmú ni ti ìyá Álàmú.,incorrect,single_flip,tone,menyo20k
tone_0054,Jíjá-pà tì ọmú ni ti ìya Àlàmú.,incorrect,single_delete,tone,menyo20k
tone_0055,"Sowore ni olùdásílẹ̀ àti atẹ̀wéjáde SaharaReporters (SR), ilé-iṣẹ́ oníròyìn aṣèwádìí orí-ayélujára.",correct,none,tone,menyo20k
tone_0055,"Sowore ni oludasilẹ ati atẹwejade SaharaReporters (SR), ile-iṣẹ oniroyin aṣewadii ori-ayelujara.",incorrect,strip_all,tone,menyo20k
tone_0055,"Sowore ni olùdásílẹ̀ àti atẹ̀wéjáde SaharaReporters (SR), ilé-iṣẹ́ oníròyìn aṣèwàdìí orí-ayélujára.",incorrect,single_flip,tone,menyo20k
tone_0055,"Sowore ni olùdásílẹ̀ ati atẹ̀wéjáde SaharaReporters (SR), ilé-iṣẹ́ oníròyìn aṣèwádìí orí-ayélujára.",incorrect,single_delete,tone,menyo20k
tone_0056,Àṣẹ̀ṣẹ̀yọ ọ̀gọmọ̀ ó ní òun ó kan ọ̀run; àwọn aṣáájúu rẹ̀ ṣe bẹ́ẹ̀ rí?,correct,none,tone,menyo20k
tone_0056,Aṣẹṣẹyọ ọgọmọ o ni oun o kan ọrun; awọn aṣaajuu rẹ ṣe bẹẹ ri?,incorrect,strip_all,tone,menyo20k
tone_0056,Àṣẹ̀ṣẹ̀yọ ọ̀gọmọ̀ ó ní òun ò kan ọ̀run; àwọn aṣáájúu rẹ̀ ṣe bẹ́ẹ̀ rí?,incorrect,single_flip,tone,menyo20k
tone_0056,Àṣẹ̀ṣẹ̀yọ ọ̀gọmọ ó ní òun ó kan ọ̀run; àwọn aṣáájúu rẹ̀ ṣe bẹ́ẹ̀ rí?,incorrect,single_delete,tone,menyo20k
tone_0057,2. Ta ni mo fẹ́ pa á mọ́ fún?,correct,none,tone,menyo20k
tone_0057,2. Ta ni mo fẹ pa a mọ fun?,incorrect,strip_all,tone,menyo20k
tone_0057,2. Ta ni mo fẹ́ pa à mọ́ fún?,incorrect,single_flip,tone,menyo20k
tone_0057,2. Ta ni mo fẹ́ pa á mọ fún?,incorrect,single_delete,tone,menyo20k
tone_0058,Àwòrán Gbọ̀ngàn Ìjọba kan ṣáájú àti lẹ́yìn tí wọ́n tún un ṣe.,correct,none,tone,menyo20k
tone_0058,Aworan Gbọngan Ijọba kan ṣaaju ati lẹyin ti wọn tun un ṣe.,incorrect,strip_all,tone,menyo20k
tone_0058,Àwòrán Gbọ̀ngàn Ìjọba kan ṣáájú àti lẹ́yín tí wọ́n tún un ṣe.,incorrect,single_flip,tone,menyo20k
tone_0058,Àwòrán Gbọ̀ngàn Ìjọba kan ṣáájú ati lẹ́yìn tí wọ́n tún un ṣe.,incorrect,single_delete,tone,menyo20k
tone_0059,"Bí ìlàrí bá fẹ́ tẹ́, a ní kí lọba ó ṣe?",correct,none,tone,menyo20k
tone_0059,"Bi ilari ba fẹ tẹ, a ni ki lọba o ṣe?",incorrect,strip_all,tone,menyo20k
tone_0059,"Bí ìlàrí bá fẹ́ tẹ̀, a ní kí lọba ó ṣe?",incorrect,single_flip,tone,menyo20k
tone_0059,"Bí ìlàrí bá fẹ́ tẹ́, a ní kí lọba o ṣe?",incorrect,single_delete,tone,menyo20k
tone_0060,A kì í fi iná sórí òrùlé sùn.,correct,none,tone,menyo20k
tone_0060,A ki i fi ina sori orule sun.,incorrect,strip_all,tone,menyo20k
tone_0060,A kì í fi iná sórí òrúlé sùn.,incorrect,single_flip,tone,menyo20k
tone_0060,A kì í fi iná sórí orùlé sùn.,incorrect,single_delete,tone,menyo20k
tone_0061,"Ka àtẹ̀jáde yìí ní Français, Español, English",correct,none,tone,menyo20k
tone_0061,"Ka atẹjade yii ni Français, Español, English",incorrect,strip_all,tone,menyo20k
tone_0061,"Ka àtẹ́jáde yìí ní Français, Español, English",incorrect,single_flip,tone,menyo20k
tone_0061,"Ka àtẹjáde yìí ní Français, Español, English",incorrect,single_delete,tone,menyo20k
tone_0062,Atòjọ fáílì ìwé dúró lórí tábílì rẹ̀.,correct,none,tone,menyo20k
tone_0062,Atojọ faili iwe duro lori tabili rẹ.,incorrect,strip_all,tone,menyo20k
tone_0062,Atòjọ fáílì ìwé dúró lòrí tábílì rẹ̀.,incorrect,single_flip,tone,menyo20k
tone_0062,Atòjọ fáílì ìwé dúro lórí tábílì rẹ̀.,incorrect,single_delete,tone,menyo20k
tone_0063,Ẹgbẹ́ ẹni kì í wọ́n láyé ká wá a lọ sọ́run.,correct,none,tone,menyo20k
tone_0063,Ẹgbẹ ẹni ki i wọn laye ka wa a lọ sọrun.,incorrect,strip_all,tone,menyo20k
tone_0063,Ẹgbẹ́ ẹni kí í wọ́n láyé ká wá a lọ sọ́run.,incorrect,single_flip,tone,menyo20k
tone_0063,Ẹgbẹ ẹni kì í wọ́n láyé ká wá a lọ sọ́run.,incorrect,single_delete,tone,menyo20k
tone_0064,"Ibi tí à ńlọ là ńwò, a kì í wo ibi tí a ti ṣubú.",correct,none,tone,menyo20k
tone_0064,"Ibi ti a nlọ la nwo, a ki i wo ibi ti a ti ṣubu.",incorrect,strip_all,tone,menyo20k
tone_0064,"Ibi tí á ńlọ là ńwò, a kì í wo ibi tí a ti ṣubú.",incorrect,single_flip,tone,menyo20k
tone_0064,"Ibi tí à nlọ là ńwò, a kì í wo ibi tí a ti ṣubú.",incorrect,single_delete,tone,menyo20k
tone_0065,"Àwọn kan tẹ̀lée padà sílé, wọ́n sì ya àwòrán nínú ilée wọn.",correct,none,tone,menyo20k
tone_0065,"Awọn kan tẹlee pada sile, wọn si ya aworan ninu ilee wọn.",incorrect,strip_all,tone,menyo20k
tone_0065,"Àwọn kan tẹ̀lée padà sílé, wọ́n sì ya àwòràn nínú ilée wọn.",incorrect,single_flip,tone,menyo20k
tone_0065,"Àwọn kan tẹ̀lee padà sílé, wọ́n sì ya àwòrán nínú ilée wọn.",incorrect,single_delete,tone,menyo20k
tone_0066,--- Rafael Nadal dúró lókè téńtè síbẹ̀ lórí àtẹ ATP,correct,none,tone,menyo20k
tone_0066,--- Rafael Nadal duro loke tente sibẹ lori atẹ ATP,incorrect,strip_all,tone,menyo20k
tone_0066,--- Rafael Nadal dúró lókè téńtè síbẹ̀ lórì àtẹ ATP,incorrect,single_flip,tone,menyo20k
tone_0066,--- Rafael Nadal dúró lókè téńte síbẹ̀ lórí àtẹ ATP,incorrect,single_delete,tone,menyo20k
tone_0067,"Màjèṣín dóbò àkọ́kọ́, ó sáré yọ okó síta, ó ní Olúwaá ṣeun.",correct,none,tone,menyo20k
tone_0067,"Majeṣin dobo akọkọ, o sare yọ oko sita, o ni Oluwaa ṣeun.",incorrect,strip_all,tone,menyo20k
tone_0067,"Màjèṣìn dóbò àkọ́kọ́, ó sáré yọ okó síta, ó ní Olúwaá ṣeun.",incorrect,single_flip,tone,menyo20k
tone_0067,"Màjèṣín dóbò àkọ́kọ́, ó sáré yọ okó sita, ó ní Olúwaá ṣeun.",incorrect,single_delete,tone,menyo20k
tone_0068,"Kání pé wọ́n sọ fún Sènábù pé Àlàmú nìkan ló ya wèrè, ìbá dáa.",correct,none,tone,menyo20k
tone_0068,"Kani pe wọn sọ fun Senabu pe Alamu nikan lo ya were, iba daa.",incorrect,strip_all,tone,menyo20k
tone_0068,"Kání pé wọ́n sọ fún Sènábù pé Àlàmú níkan ló ya wèrè, ìbá dáa.",incorrect,single_flip,tone,menyo20k
tone_0068,"Kání pé wọ́n sọ fún Sènábù pé Àlàmú nìkan ló ya werè, ìbá dáa.",incorrect,single_delete,tone,menyo20k
tone_0069,Máà gbíyè lógún; ti ọwọ́ ẹni ní ń tóni.,correct,none,tone,menyo20k
tone_0069,Maa gbiye logun; ti ọwọ ẹni ni n toni.,incorrect,strip_all,tone,menyo20k
tone_0069,Máà gbíyè lógún; ti ọwọ́ ẹni ní ǹ tóni.,incorrect,single_flip,tone,menyo20k
tone_0069,Máà gbíyè logún; ti ọwọ́ ẹni ní ń tóni.,incorrect,single_delete,tone,menyo20k
tone_0070,Akórira ò ní nǹkan; ọ̀dùn ò sunwọ̀ fún ṣòkòtò.,correct,none,tone,menyo20k
tone_0070,Akorira o ni nnkan; ọdun o sunwọ fun ṣokoto.,incorrect,strip_all,tone,menyo20k
tone_0070,Akórira ò ní nǹkan; ọ̀dùn ò sunwọ̀ fùn ṣòkòtò.,incorrect,single_flip,tone,menyo20k
tone_0070,Akorira ò ní nǹkan; ọ̀dùn ò sunwọ̀ fún ṣòkòtò.,incorrect,single_delete,tone,menyo20k
tone_0071,Bí mo ṣe pàdánù Nǹkan Ńlá náà láti ọwọ́ Lawrence Lessig.,correct,none,tone,menyo20k
tone_0071,Bi mo ṣe padanu Nnkan Nla naa lati ọwọ Lawrence Lessig.,incorrect,strip_all,tone,menyo20k
tone_0071,Bí mo ṣe pàdánù Nǹkan Ńlá náà láti ọwọ̀ Lawrence Lessig.,incorrect,single_flip,tone,menyo20k
tone_0071,Bí mo ṣe padánù Nǹkan Ńlá náà láti ọwọ́ Lawrence Lessig.,incorrect,single_delete,tone,menyo20k
tone_0072,Orúkọ ohun èlò kò le ju àádọ́ta (50) ẹyọ ọ̀rọ̀,correct,none,tone,menyo20k
tone_0072,Orukọ ohun elo ko le ju aadọta (50) ẹyọ ọrọ,incorrect,strip_all,tone,menyo20k
tone_0072,Orúkọ ohun èlò kò le ju àádọ́ta (50) ẹyọ ọ̀rọ́,incorrect,single_flip,tone,menyo20k
tone_0072,Orúkọ ohun èlò kò le ju aádọ́ta (50) ẹyọ ọ̀rọ̀,incorrect,single_delete,tone,menyo20k
tone_0073,Èrò kì í mọ ibùsọ̀ kọ́rùn ó wọ̀ ọ́.,correct,none,tone,menyo20k
tone_0073,Ero ki i mọ ibusọ kọrun o wọ ọ.,incorrect,strip_all,tone,menyo20k
tone_0073,Èrò kì í mọ ibùsọ̀ kọ́rùn ó wọ̀ ọ̀.,incorrect,single_flip,tone,menyo20k
tone_0073,Èrò kì í mọ ibùsọ kọ́rùn ó wọ̀ ọ́.,incorrect,single_delete,tone,menyo20k
tone_0074,Má bàá mi ṣeré tí kèrègbèé fi gba okùn lọ́rùn.,correct,none,tone,menyo20k
tone_0074,Ma baa mi ṣere ti keregbee fi gba okun lọrun.,incorrect,strip_all,tone,menyo20k
tone_0074,Má báá mi ṣeré tí kèrègbèé fi gba okùn lọ́rùn.,incorrect,single_flip,tone,menyo20k
tone_0074,Má bàá mi ṣeré ti kèrègbèé fi gba okùn lọ́rùn.,incorrect,single_delete,tone,menyo20k
tone_0075,Champions League ÌPELE IKỌ̀ MẸ́RÌNDÍNLÓGÚN February 1320:45 Basel ?,correct,none,tone,menyo20k
tone_0075,Champions League IPELE IKỌ MẸRINDINLOGUN February 1320:45 Basel ?,incorrect,strip_all,tone,menyo20k
tone_0075,Champions League ÌPELE IKỌ̀ MẸ́RÍNDÍNLÓGÚN February 1320:45 Basel ?,incorrect,single_flip,tone,menyo20k
tone_0075,Champions League ÌPELE IKỌ MẸ́RÌNDÍNLÓGÚN February 1320:45 Basel ?,incorrect,single_delete,tone,menyo20k
tone_0076,"Òwò tí a fowó rà, owó la fi ń pa.",correct,none,tone,menyo20k
tone_0076,"Owo ti a fowo ra, owo la fi n pa.",incorrect,strip_all,tone,menyo20k
tone_0076,"Òwò tí a fowò rà, owó la fi ń pa.",incorrect,single_flip,tone,menyo20k
tone_0076,"Owò tí a fowó rà, owó la fi ń pa.",incorrect,single_delete,tone,menyo20k
tone_0077,Ṣìgìdì ò lẹ́nu fọhùn; irọ́ ń purọ́ fúnrọ́.,correct,none,tone,menyo20k
tone_0077,Ṣigidi o lẹnu fọhun; irọ n purọ funrọ.,incorrect,strip_all,tone,menyo20k
tone_0077,Ṣìgìdì ò lẹ̀nu fọhùn; irọ́ ń purọ́ fúnrọ́.,incorrect,single_flip,tone,menyo20k
tone_0077,Ṣìgìdì ò lẹ́nu fọhùn; irọ́ ń purọ fúnrọ́.,incorrect,single_delete,tone,menyo20k
tone_0078,Ní gbogbo ìgbàláàyè ó sì lè ṣe àbójútó àwọn ìgbàláàyè ẹ̀rọ àwọn òǹṣàmúlò mìíràn,correct,none,tone,menyo20k
tone_0078,Ni gbogbo igbalaaye o si le ṣe abojuto awọn igbalaaye ẹrọ awọn onṣamulo miiran,incorrect,strip_all,tone,menyo20k
tone_0078,Ní gbogbo ìgbàláàyè ó sì lè ṣe àbójútó àwọn ìgbàláàyè ẹ̀rọ àwọn òǹṣàmùlò mìíràn,incorrect,single_flip,tone,menyo20k
tone_0078,Ní gbogbo ìgbàláàye ó sì lè ṣe àbójútó àwọn ìgbàláàyè ẹ̀rọ àwọn òǹṣàmúlò mìíràn,incorrect,single_delete,tone,menyo20k
tone_0079,--- ASUU le bẹ̀rẹ̀ ìyansẹ́nlódì láìpẹ́.,correct,none,tone,menyo20k
tone_0079,--- ASUU le bẹrẹ iyansẹnlodi laipẹ.,incorrect,strip_all,tone,menyo20k
tone_0079,--- ASUU le bẹ̀rẹ̀ ìyansẹ́nlódì láìpẹ̀.,incorrect,single_flip,tone,menyo20k
tone_0079,--- ASUU le bẹ̀rẹ ìyansẹ́nlódì láìpẹ́.,incorrect,single_delete,tone,menyo20k
tone_0080,"Nínú ìkòkò kẹrin, England, Paraguay, Haiti àti orílẹ̀-èdè Netherland ni wọn yóò jọ máa figagbága.",correct,none,tone,menyo20k
tone_0080,"Ninu ikoko kẹrin, England, Paraguay, Haiti ati orilẹ-ede Netherland ni wọn yoo jọ maa figagbaga.",incorrect,strip_all,tone,menyo20k
tone_0080,"Nínú ìkòkò kẹrin, England, Paraguay, Haiti àti orílẹ̀-èdè Netherland ni wọn yóò jọ máa figagbàga.",incorrect,single_flip,tone,menyo20k
tone_0080,"Nínú ìkòkò kẹrin, England, Paraguay, Haiti àti orílẹ̀-èdè Netherland ni wọn yoò jọ máa figagbága.",incorrect,single_delete,tone,menyo20k
tone_0081,Kò sí àwọn ohun àmúlò Kolibri tí ó sopọ̀ mọ́ apèsè,correct,none,tone,menyo20k
tone_0081,Ko si awọn ohun amulo Kolibri ti o sopọ mọ apese,incorrect,strip_all,tone,menyo20k
tone_0081,Kò sí àwọn ohun àmùlò Kolibri tí ó sopọ̀ mọ́ apèsè,incorrect,single_flip,tone,menyo20k
tone_0081,Kò sí àwọn ohun àmúlò Kolibri tí ó sopọ̀ mọ́ apesè,incorrect,single_delete,tone,menyo20k
tone_0082,--- Ìfigagbága Ìdíje UEFA CHAMPIONS LEAGUE.,correct,none,tone,menyo20k
tone_0082,--- Ifigagbaga Idije UEFA CHAMPIONS LEAGUE.,incorrect,strip_all,tone,menyo20k
tone_0082,--- Ìfigagbàga Ìdíje UEFA CHAMPIONS LEAGUE.,incorrect,single_flip,tone,menyo20k
tone_0082,--- Ìfigagbaga Ìdíje UEFA CHAMPIONS LEAGUE.,incorrect,single_delete,tone,menyo20k
tone_0083,Ó ń wò ó láìsọ̀rọ̀.,correct,none,tone,menyo20k
tone_0083,O n wo o laisọrọ.,incorrect,strip_all,tone,menyo20k
tone_0083,Ó ń wò ó láísọ̀rọ̀.,incorrect,single_flip,tone,menyo20k
tone_0083,Ó ń wo ó láìsọ̀rọ̀.,incorrect,single_delete,tone,menyo20k
tone_0084,"Mo lò tó ìṣẹ́jú mẹ́ta, ó pé ìṣẹ́jú mẹ́ta",correct,none,tone,menyo20k
tone_0084,"Mo lo to iṣẹju mẹta, o pe iṣẹju mẹta",incorrect,strip_all,tone,menyo20k
tone_0084,"Mo lò tó ìṣẹ́jú mẹ́ta, ó pé íṣẹ́jú mẹ́ta",incorrect,single_flip,tone,menyo20k
tone_0084,"Mo lò tó ìṣẹ́jú mẹ́ta, ó pé iṣẹ́jú mẹ́ta",incorrect,single_delete,tone,menyo20k
tone_0085,Ìfẹsẹ̀múlẹ̀ tí ó ń lọ,correct,none,tone,menyo20k
tone_0085,Ifẹsẹmulẹ ti o n lọ,incorrect,strip_all,tone,menyo20k
tone_0085,Ífẹsẹ̀múlẹ̀ tí ó ń lọ,incorrect,single_flip,tone,menyo20k
tone_0085,Ìfẹsẹ̀múlẹ̀ ti ó ń lọ,incorrect,single_delete,tone,menyo20k
tone_0086,--- Morocco yóò ṣagbátẹrù ìdíje bọ́ọ̀lù àgbááyé lọ́dún 2026 - Blatter.,correct,none,tone,menyo20k
tone_0086,--- Morocco yoo ṣagbatẹru idije bọọlu agbaaye lọdun 2026 - Blatter.,incorrect,strip_all,tone,menyo20k
tone_0086,--- Morocco yóò ṣagbátẹrù ìdìje bọ́ọ̀lù àgbááyé lọ́dún 2026 - Blatter.,incorrect,single_flip,tone,menyo20k
tone_0086,--- Morocco yóò ṣagbátẹrù ìdíje bọ́ọlù àgbááyé lọ́dún 2026 - Blatter.,incorrect,single_delete,tone,menyo20k
tone_0087,Odídẹrẹ́ kì í kú sóko ìwájẹ.,correct,none,tone,menyo20k
tone_0087,Odidẹrẹ ki i ku soko iwajẹ.,incorrect,strip_all,tone,menyo20k
tone_0087,Odìdẹrẹ́ kì í kú sóko ìwájẹ.,incorrect,single_flip,tone,menyo20k
tone_0087,Odídẹrẹ kì í kú sóko ìwájẹ.,incorrect,single_delete,tone,menyo20k
tone_0088,Kò sì tíì sí irú ìdókòwò tó lè gbé wa débẹ̀.,correct,none,tone,menyo20k
tone_0088,Ko si tii si iru idokowo to le gbe wa debẹ.,incorrect,strip_all,tone,menyo20k
tone_0088,Kò sì tíì sí irú ìdókòwò tó lè gbé wa débẹ́.,incorrect,single_flip,tone,menyo20k
tone_0088,Kò sì tíì sí iru ìdókòwò tó lè gbé wa débẹ̀.,incorrect,single_delete,tone,menyo20k
tone_0089,Àtúntò àwòrán-an látọwọ́ọ Georgia Popplewell.,correct,none,tone,menyo20k
tone_0089,Atunto aworan-an latọwọọ Georgia Popplewell.,incorrect,strip_all,tone,menyo20k
tone_0089,Àtúntò àwórán-an látọwọ́ọ Georgia Popplewell.,incorrect,single_flip,tone,menyo20k
tone_0089,Àtúntò awòrán-an látọwọ́ọ Georgia Popplewell.,incorrect,single_delete,tone,menyo20k
tone_0090,Ìjẹǹjẹ àná dùn méhoro; ehoroó rebi ìjẹ àná kò dẹ̀yìn bọ̀.,correct,none,tone,menyo20k
tone_0090,Ijẹnjẹ ana dun mehoro; ehoroo rebi ijẹ ana ko dẹyin bọ.,incorrect,strip_all,tone,menyo20k
tone_0090,Íjẹǹjẹ àná dùn méhoro; ehoroó rebi ìjẹ àná kò dẹ̀yìn bọ̀.,incorrect,single_flip,tone,menyo20k
tone_0090,Ìjẹǹjẹ àna dùn méhoro; ehoroó rebi ìjẹ àná kò dẹ̀yìn bọ̀.,incorrect,single_delete,tone,menyo20k
tone_0091,Ta ní jẹ́ jẹ ọṣẹ kó fògìrì fọṣọ?,correct,none,tone,menyo20k
tone_0091,Ta ni jẹ jẹ ọṣẹ ko fogiri fọṣọ?,incorrect,strip_all,tone,menyo20k
tone_0091,Ta ní jẹ́ jẹ ọṣẹ kó fògírì fọṣọ?,incorrect,single_flip,tone,menyo20k
tone_0091,Ta ni jẹ́ jẹ ọṣẹ kó fògìrì fọṣọ?,incorrect,single_delete,tone,menyo20k
tone_0092,Ohun tó fọ́ni lójú ló ń júwe ọ̀nà fúnni.,correct,none,tone,menyo20k
tone_0092,Ohun to fọni loju lo n juwe ọna funni.,incorrect,strip_all,tone,menyo20k
tone_0092,Ohun tó fọ̀ni lójú ló ń júwe ọ̀nà fúnni.,incorrect,single_flip,tone,menyo20k
tone_0092,Ohun tó fọ́ni lójú ló ń júwe ọnà fúnni.,incorrect,single_delete,tone,menyo20k
tone_0093,--- Ààrẹ Buhari padà sí Nàíjíríà lẹ́yìn ìpàdé àpérò àlàáfíà lórílẹ̀ èdè Egypt.,correct,none,tone,menyo20k
tone_0093,--- Aarẹ Buhari pada si Naijiria lẹyin ipade apero alaafia lorilẹ ede Egypt.,incorrect,strip_all,tone,menyo20k
tone_0093,--- Ààrẹ Buhari padà sí Nàíjíríà lẹ́yìn ìpàdé àpérò àlàáfíà lórílẹ̀ èdé Egypt.,incorrect,single_flip,tone,menyo20k
tone_0093,--- Ààrẹ Buhari pada sí Nàíjíríà lẹ́yìn ìpàdé àpérò àlàáfíà lórílẹ̀ èdè Egypt.,incorrect,single_delete,tone,menyo20k
tone_0094,Ẹni à ń gbé gẹ̀gẹ̀ ni yó ba araa rẹ̀ jẹ́.,correct,none,tone,menyo20k
tone_0094,Ẹni a n gbe gẹgẹ ni yo ba araa rẹ jẹ.,incorrect,strip_all,tone,menyo20k
tone_0094,Ẹni à ń gbè gẹ̀gẹ̀ ni yó ba araa rẹ̀ jẹ́.,incorrect,single_flip,tone,menyo20k
tone_0094,Ẹni à ń gbe gẹ̀gẹ̀ ni yó ba araa rẹ̀ jẹ́.,incorrect,single_delete,tone,menyo20k
tone_0095,"Ó lé ní ogójì [40] èèyàn tó fara pa, àwọn méjì ló sì kú.",correct,none,tone,menyo20k
tone_0095,"O le ni ogoji [40] eeyan to fara pa, awọn meji lo si ku.",incorrect,strip_all,tone,menyo20k
tone_0095,"Ó lé ní ogójì [40] èèyàn tó fara pa, àwọn mèjì ló sì kú.",incorrect,single_flip,tone,menyo20k
tone_0095,"Ó lé ní ogójì [40] èèyan tó fara pa, àwọn méjì ló sì kú.",incorrect,single_delete,tone,menyo20k
tone_0096,"Yàtọ̀ síyẹn, ilé àwọn arákùnrin wa tó bà jẹ́ lé ní àádọ́ta (50).",correct,none,tone,menyo20k
tone_0096,"Yatọ siyẹn, ile awọn arakunrin wa to ba jẹ le ni aadọta (50).",incorrect,strip_all,tone,menyo20k
tone_0096,"Yàtọ̀ síyẹn, ilé àwọn arákùnrin wa tó bá jẹ́ lé ní àádọ́ta (50).",incorrect,single_flip,tone,menyo20k
tone_0096,"Yàtọ̀ siyẹn, ilé àwọn arákùnrin wa tó bà jẹ́ lé ní àádọ́ta (50).",incorrect,single_delete,tone,menyo20k
tone_0097,Ó jẹ́ ìṣòro kan tí ó ti wà níbẹ̀ lẹ́nu ọ̀nà níwájú wa.,correct,none,tone,menyo20k
tone_0097,O jẹ iṣoro kan ti o ti wa nibẹ lẹnu ọna niwaju wa.,incorrect,strip_all,tone,menyo20k
tone_0097,Ó jẹ́ ìṣòro kan tì ó ti wà níbẹ̀ lẹ́nu ọ̀nà níwájú wa.,incorrect,single_flip,tone,menyo20k
tone_0097,Ó jẹ́ ìṣòro kan tí ó ti wà níbẹ lẹ́nu ọ̀nà níwájú wa.,incorrect,single_delete,tone,menyo20k
tone_0098,---Ilé ìgbìmọ̀ aṣòfin fòǹtẹ̀ lu adarí ilé-iṣẹ́ ọkọ̀ òfuurufú tuntun.,correct,none,tone,menyo20k
tone_0098,---Ile igbimọ aṣofin fontẹ lu adari ile-iṣẹ ọkọ ofuurufu tuntun.,incorrect,strip_all,tone,menyo20k
tone_0098,---Ilé ìgbìmọ̀ aṣòfin fòǹtẹ̀ lu adarí ilé-iṣẹ́ ọkọ̀ òfuurufù tuntun.,incorrect,single_flip,tone,menyo20k
tone_0098,---Ilé ìgbìmọ̀ aṣòfin fòǹtẹ̀ lu adarí ile-iṣẹ́ ọkọ̀ òfuurufú tuntun.,incorrect,single_delete,tone,menyo20k
tone_0099,"Ṣòkòtò tí ń ṣiṣẹ́ àrán, oko ní ń gbé.",correct,none,tone,menyo20k
tone_0099,"Ṣokoto ti n ṣiṣẹ aran, oko ni n gbe.",incorrect,strip_all,tone,menyo20k
tone_0099,"Ṣòkòtò tí ń ṣiṣẹ́ árán, oko ní ń gbé.",incorrect,single_flip,tone,menyo20k
tone_0099,"Ṣòkòtò ti ń ṣiṣẹ́ àrán, oko ní ń gbé.",incorrect,single_delete,tone,menyo20k
tone_0100,Ọ̀gẹ̀gẹ́ ò lẹ́wà; lásán ló fara wéṣu.,correct,none,tone,menyo20k
tone_0100,Ọgẹgẹ o lẹwa; lasan lo fara weṣu.,incorrect,strip_all,tone,menyo20k
tone_0100,Ọ̀gẹ̀gẹ́ ò lẹ́wà; lásán lò fara wéṣu.,incorrect,single_flip,tone,menyo20k
tone_0100,Ọ̀gẹ̀gẹ́ o lẹ́wà; lásán ló fara wéṣu.,incorrect,single_delete,tone,menyo20k
tone_0101,A sì ń pè yín láti darapọ̀ mọ́ wa níwáju ogun yìí.,correct,none,tone,menyo20k
tone_0101,A si n pe yin lati darapọ mọ wa niwaju ogun yii.,incorrect,strip_all,tone,menyo20k
tone_0101,A sì ń pè yín làti darapọ̀ mọ́ wa níwáju ogun yìí.,incorrect,single_flip,tone,menyo20k
tone_0101,A sì ń pè yín láti darapọ̀ mọ wa níwáju ogun yìí.,incorrect,single_delete,tone,menyo20k
tone_0102,--- Èsì ìdíje NPFL tí ó wáyé lópin ọ̀sẹ̀.,correct,none,tone,menyo20k
tone_0102,--- Esi idije NPFL ti o waye lopin ọsẹ.,incorrect,strip_all,tone,menyo20k
tone_0102,--- Èsì ìdíje NPFL tí ó wáyé lópin ọ̀sẹ́.,incorrect,single_flip,tone,menyo20k
tone_0102,--- Èsì ìdíje NPFL tí ó wáyé lópin ọ̀sẹ.,incorrect,single_delete,tone,menyo20k
tone_0103,Kí o gba ẹ̀da iṣẹ́-àìrídìmú sílẹ̀ sórí ẹ̀rọ-ayárabíàṣáà rẹ; tàbí,correct,none,tone,menyo20k
tone_0103,Ki o gba ẹda iṣẹ-airidimu silẹ sori ẹrọ-ayarabiaṣaa rẹ; tabi,incorrect,strip_all,tone,menyo20k
tone_0103,Kí o gba ẹ̀da iṣẹ́-àìrídìmú sílẹ̀ sórì ẹ̀rọ-ayárabíàṣáà rẹ; tàbí,incorrect,single_flip,tone,menyo20k
tone_0103,Kí o gba ẹ̀da iṣẹ́-àìrídìmú sílẹ̀ sórí ẹ̀rọ-ayárabiàṣáà rẹ; tàbí,incorrect,single_delete,tone,menyo20k
tone_0104,"Màmá, ẹ padà sábúlé! Ẹ lọ sinmi lábúlé! Èmi á padà sí ìgboro.",correct,none,tone,menyo20k
tone_0104,"Mama, ẹ pada sabule! Ẹ lọ sinmi labule! Emi a pada si igboro.",incorrect,strip_all,tone,menyo20k
tone_0104,"Màmá, ẹ padà sábúlé! Ẹ lọ sinmi lábúlè! Èmi á padà sí ìgboro.",incorrect,single_flip,tone,menyo20k
