sentence,source,word_count
"Ọ̀rọ̀ kì í gbórín ká fi ọ̀bẹ bù ú, ẹnu la fi ń wí i.",menyo20k,15
Ọ̀rọ̀ la fi ń jẹ omitooro ọ̀rọ̀.,menyo20k,7
Ọ̀rọ̀ rere ní ń yọ obì lápò; ọ̀rọ̀ búburú ní ń yọ ọfà lápó.,menyo20k,14
"Ọ̀rọ̀ tí ọlọgbọ́n bá sọ, ẹnu aṣiwèrè la ti ń gbọ́ ọ.",menyo20k,12
"Ọ̀rọ̀ tó dojú rú di ti ọlọ́rọ̀, ayé á dẹ̀yìn.",menyo20k,10
"Ọsán gbé ojú ọrun le kókó; bó bá wọ odò, a di ọ̀-rọ̀-pọ̀jọ̀-pọ̀jọ̀.",menyo20k,13
Ọ̀sán ọ̀run ò pọ́n; ẹni tó bá yá kó máa bá tiẹ̀ lọ.,menyo20k,13
Ọwọ́ aṣiwèrè ni a gbé ń bá apá yíya.,menyo20k,9
Ọ̀wọ̀ọ kókó la fi ń wọ igi; ọ̀wọ̀ òrìṣà la fi ń wọ àfín.,menyo20k,14
"Rà á ire, gà á ire; ìpéǹpéjú ni àlàa fìlà.",menyo20k,10
Ràdà-ràdà-á mọ ibi tí ó ńrè.,menyo20k,6
Rírí tí a rí igún la fi ń ta igún lọ́fà.,menyo20k,11
"“Sìn mí ká relé àna,” ó wẹ̀wù ẹtù.",menyo20k,8
"Sọ̀rọ̀ kí ọlọ́rọ̀ gbọ́, àbùkù ní ń fi kanni.",menyo20k,9
Ṣàǹgó kì í jà kó mú ilé aró.,menyo20k,8
“Ṣe mí níṣu” ní ń ṣíwájú “ẹ kúuṣẹ́” bí?,menyo20k,9
Ṣẹ̀kẹ̀rẹ̀ ò ṣéé fọ̀pá na.,menyo20k,5
"Ṣẹ́kẹ́ṣẹkẹ̀ dára, ṣùgbọ́n alágbẹ̀dẹ ò rọ ọ́ fún ọmọ ẹ̀.",menyo20k,10
Sútà ò nílé; ìkóríta lÈṣù ń gbé.,menyo20k,7
"Ta lèèyàn nínú ẹrú Ààrẹ? A ní Ìdaganna la wá wá, ẹ ní Ìdakolo?",menyo20k,14
Ta ní jẹ́ jẹ ọṣẹ kó fògìrì fọṣọ?,menyo20k,8
"Ta ní mọ̀dí òjò, bí kò ṣe Ṣàngó?",menyo20k,8
"Tábà tí ò dùn, ẹnu ò tà á.",menyo20k,8
"“Tèmi ò ṣòro,” tí kì í jẹ kọ́mọ alágbẹ̀dẹ ní idà.",menyo20k,11
Tẹni ní ń jọnilójú; eèràá bímọọ ẹ̀ ó sọ ọ́ ní òyírìgbí.,menyo20k,12
Tẹni-n-tẹni; bí àpọ́n bá sun iṣu a bù fọ́mọọ ẹ̀.,menyo20k,10
Tẹ̀tẹ́ ní ń ṣíwájú eré sísa.,menyo20k,6
"Tiè̩é̩ sàn, tèmí sàn, lolókùnrùn méjì fi ń dìmú.",menyo20k,9
Tinú ọ̀lẹ lọ̀lẹ ń jẹ; aṣiwèrè èèyàn ni ò mọ èrú tí yó gbà.,menyo20k,14
Wàrà-wàrà là ń yọ oró iná.,menyo20k,6
"Wèrèé dùn-ún wò, kò ṣéé bí lọ́mọ.",menyo20k,7
Wèrèé yàtọ̀ sí wéré; wéré kì í ṣe wèrè; ìjá yàtọ̀ sí eré.,menyo20k,13
Wéré-wéré lọmọdé ń bọ oko èèsì.,menyo20k,6
"Wò mí lójú, wò mí lẹ́ẹ̀kẹ́; ẹni a bá lọ sóde là ń wò lójú.",menyo20k,15
Wolé-wolé kì í wolé agbọ́n láì tẹ́.,menyo20k,7
"Wọ́n ní, “Afọ́jú, o ò tanná alẹ́.” Ó ní àtọ̀sán àtòru, èwo lòún rí níbẹ?",menyo20k,15
A fún ọ níṣu lỌ́yọ̀ọ́ ò ń dúpẹ́; o rígi sè é ná?,menyo20k,13
A kì í bá ẹlẹ́nu jìjà òru.,menyo20k,7
A kì í bú ọba onígẹ̀gẹ̀ lójú àwọn èèyàn-án ẹ̀.,menyo20k,10
A kì í fi ìkánjú lá ọbẹ̀ gbígbóná.,menyo20k,8
A kì í gbélé gba ọfá láìlọ ogun.,menyo20k,8
A kì í kánjú tu olú-ọrán; igba ẹ̀ ò tóó sebẹ̀.,menyo20k,11
A kì í rójú ẹni purọ́ mọ́ni.,menyo20k,7
A kì í sọ̀rọ̀ orí bíbẹ́ lójú ọmọdé; lọ́rùnlọ́rùn ni yó máa wo olúwaa ẹ̀.,menyo20k,15
"À ń ṣa kẹ́kẹ́, aájò ẹwà ni; à ń bàbàjà, aájò ẹwà ni.",menyo20k,13
"A sìnkú tán, alugba ò lọ; ó fẹ́ ṣúpó ni?",menyo20k,10
Abẹ́rẹ́ bọ́ sómi táló; Ọ̀dọ̀fín ní òun-ún gbọ́ “jàbú!”,menyo20k,9
"Àdàbà ń pògèdè, ó rò pé ẹyẹlé ò gbọ́; ẹyẹlé gbọ́, títiiri ló tiiri.",menyo20k,14
"Afẹ́fẹ́ tó wọlé tó kó aṣọ iyàrá, ìkìlọ̀ ni fún ẹni tó wọ tiẹ̀ sọrùn.",menyo20k,15
Àfojúdi ìlẹ̀kẹ̀ ní ń jẹ́ “Ẹrú-kò-ní.”,menyo20k,6
"Àgékù ejò, tí ń ṣoró bí agbọ́n.",menyo20k,7
Àgùntàn bọ̀lọ̀jọ̀ ò gbàgbé eléèrí bọ̀rọ̀.,menyo20k,6
Àgùntàn ń wò sùn-ùn; ọgbọ́n inú pé egbèje.,menyo20k,8
"Àgbẹ̀ ò dáṣọ lóṣù, àfọdún.",menyo20k,5
Àgbẹ̀ tó bá pẹ́ nílé ò níí kọ oko ọ̀sán.,menyo20k,10
À-gbẹ́rù-àì-wẹ̀yìn lọ̀pálábá fi gbàgbé ìyá ẹ̀ sílẹ̀.,menyo20k,7
Agbójúlógún fi araa rẹ̀ fóṣì ta.,menyo20k,6
Àgbọ́ká etí ọlọ́ràn á di.,menyo20k,5
Àìfẹ̀sọ̀ké ìbòsí ni kò ṣéé gbè.,menyo20k,6
Àìlèfọhùn ní ń ṣáájú orí burúkú.,menyo20k,6
Àìrọ́rọ̀sọ ìyàwó tó wí pé èkúté-ilé yó jẹ idẹ; bẹ́ẹ̀ni Mọ́jidẹ nìyálée rẹ̀ ń jẹ́.,menyo20k,15
"Àìsàn là ń wò, a kì í wo ikú.",menyo20k,9
Ajá ilé ò mọdẹẹ́ ṣe.,menyo20k,5
Ajá kì í dán-nu “Kò séwu” lókò ẹkùn.,menyo20k,8
Ajá tí yó sọnù kì í gbọ́ fèrè ọdẹ.,menyo20k,9
Ajá tó rí mọ́tò tó dúró fi araa ẹ̀ bọ Ògún.,menyo20k,11
"Àjànàkú tí a gbẹ́ ọ̀fìn sílẹ̀ dè, erin-ín mojú; erin ò bá ibẹ̀ lọ.",menyo20k,14
"Àjẹ́ ń ké, òkùnrùn ò paradà; ó lówó ẹbọ nílé.",menyo20k,10
Aaka ò gbé ọ̀dàn; igbó ní ń gbé.,menyo20k,8
Àkàlàmàgbòó ṣoore ó yọ gẹ̀gẹ̀ lọ́rùn.,menyo20k,6
"Akánjú jayé, ọ̀run wọn ò pẹ́.",menyo20k,6
"Àáké tí ń gégií kọsẹ̀, gbẹ́nàgbẹ́nàá bu ètù sórí.",menyo20k,9
Àkèekèé ò ṣéé dì níbò.,menyo20k,5
"Àkèekèé ta Kindo lẹpọ̀n, ará ilée Labata ń rojú; kí ló kàn án níbẹ̀?",menyo20k,14
Akóbáni lèkúté-ilé; ejò kì í jàgbàdo.,menyo20k,6
Àkọ̀ tó bá bá ọ̀bẹ dìtẹ̀ á gbọgbẹ́ láti inú.,menyo20k,10
"Àlá tí ajá bá lá, inú ajá ní ń gbé.",menyo20k,10
Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.,menyo20k,9
"Aláǹgbá tó fojú di erè, ikùn ejò ni yó bàá araa ẹ̀.",menyo20k,12
"Alárìnjó tí yó jòó, kó ti ìwòyí mú ẹsẹ̀ kó le kó kó kó.",menyo20k,14
Aláàárù kì í sọ pé kí ajé ṣe òun pa; ẹlẹ́rù ńkọ́?,menyo20k,12
Aláwàdà ló lè ṣọkọ òṣónú; ẹni tí kò lẹ́nu mímú tete ò lè ṣọkọ alápẹpẹ.,menyo20k,15
Àlọ ni ti alábahun; àbọ̀ ti ànaa rẹ̀.,menyo20k,8
Àlùkẹrẹsẹ ò mọ̀ pé olókoó ládàá.,menyo20k,6
Àmọ̀jù là ń mọ ẹkùn-un Sàárẹ́.,menyo20k,6
Àpáàdì ló tó ko iná lójú.,menyo20k,6
Apataparaá pa araa rẹ̀ lájùbà; ẹni tí yó ko là ń wòye.,menyo20k,12
Àpò tí a kò fi ọwọ́ ẹni dá ṣòroó kiwọ́ bọ̀.,menyo20k,11
Ará Ìbàdàn kì í ságun; à ó rìn sẹ́yìn ni wọ́n ń wí.,menyo20k,13
"À-rí-ì-gbọdọ̀-wí, à-rí-ì-gbọdọ̀-fọ̀ ni ikú awo.",menyo20k,5
Àròkàn ní ń mú à-sun-ùn-dá wá; ẹlẹ́kún sunkún ẹ̀ ó lọ.,menyo20k,11
Arọ ò nasẹ̀ kan dí ọ̀nà.,menyo20k,6
Arọ tí kò lẹ́sẹ̀ nílẹ̀ẹ́ lọ́gbọ́n nínú.,menyo20k,7
Arúgbó ṣoge rí; àkísà-á lògbà rí.,menyo20k,6
Àrùn là ń wó a kì í wokú.,menyo20k,8
Asárétete ní ń kọjá ilé; arìngbẹ̀rẹ̀ ni yóò rí oyè jẹ.,menyo20k,11
"Àṣá ń bá ẹyẹlé ṣeré, ẹyẹlé ń yọ̀; ẹyẹlé ń fikú ṣeré.",menyo20k,12
Àṣesílẹ̀ làbọ̀wábá; ẹni tó da omi síwájú á tẹlẹ̀ tútù.,menyo20k,10
Àṣẹ̀ṣẹ̀wọ́n ológbò ní ń jìyà; bó bá pẹ́ títí a tó ekuú pa.,menyo20k,13
Ataá kéré; ìjá jù ú.,menyo20k,5
Atàkò fọ́ ẹyin àparò; ohun ojú ń wá lojúú ń rí.,menyo20k,11
Atẹ̀yìnrọ́gbọ́n agétí ajá; a gé e létí tán ó fabẹ pamọ́.,menyo20k,11
Àtẹ́lẹwọ́ ẹni kì í tanni.,menyo20k,5
1e Atọrọ-ohun-gbogbo-lọ́wọ́-Ọlọ́run kì í kánjú.,menyo20k,5
Àwòfín ní ń mú ọ̀rẹ́ bàjẹ́; fírí là ń wo ẹni tí ń woni.,menyo20k,14
Àáyá kan-án bẹ̀ ọ́ wò; igba wọ́n ti rí ọ.,menyo20k,10
"Ayáraròyìn, aya ọdẹ, ó ní ọkọ òun pa èkínní, ó pa ẹ̀kẹfà.",menyo20k,12
Àyé gba ògùnmọ̀ ó ránṣẹ́ sí òdú; àyé gba Tápà ó kọ́lé ìgunnu.,menyo20k,13
Ayé ò ṣéé fipá jẹ.,menyo20k,5
“Bá mi mádìẹ” kì í fi orúnkún bó.,menyo20k,8
"Baálé ilé kú, wọ́n fi olókùnrùn rọ́lé; ẹkún ń gorí ẹkún.",menyo20k,11
"“Baálé pè mí n kò wá”, ọ̀hànhàn ní ń pa wọ́n.",menyo20k,11
"Bánú sọ, má bàá èèyàn sọ; èèyàn ò sí; ayé ti dèké.",menyo20k,12
"Bí a bá bu ìrẹ̀ jẹ, ká bu ìrẹ̀ sápò.",menyo20k,10
"Bí a bá bu ọba tí a sẹ́, ọba a fini sílẹ.",menyo20k,12
"Bí a bá bú ọba, à sẹ́; bí a bá bú ọ̀ṣọ̀run, à sẹ́.",menyo20k,14
"Bí a bá dákẹ́, tara ẹni a báni dákẹ́.",menyo20k,9
"Bí a bá fa àgbò féégún, à fi okùn-un rẹ̀ sílẹ̀.",menyo20k,11
"Bí a bá fẹ́ràn ọ̀rẹ́ ẹni láfẹ̀ẹ́jù, bó bá forígbún, ìjà ní ń dà.",menyo20k,14
"Bí a bá fi dídùn họ ifò̩n, a ó họra dé eegun.",menyo20k,12
"Bí a bá fi ojú igi gbígbẹ wo tútù, tútùú lè wó pani.",menyo20k,13
"Bí a bá fi ọdún mẹ́ta pilẹ̀ṣẹ̀ẹ wèrè, ọjọ́ wo la ó bunijẹ?",menyo20k,13
"Bí a bá fi ọdún mẹ́ta ṣánpá, ọdún mélòó la ó fi fò?",menyo20k,13
"Bí a bá ní ká bẹ́ igi, a ó bẹ̀ẹ́ èèyàn.",menyo20k,11
"Bí a bá ń jà, bí í kákú là ń wí?",menyo20k,11
"Bí a bá ń retí òfò, ká fi ohun tọrẹ.",menyo20k,10
"Bí a bá perí ajá, ká perí ìkòkò tí a ó fi sè é.",menyo20k,14
"Bí a bá sọ̀kò sí àárín ọjà, ará ilé ẹni ní ń bà.",menyo20k,13
"Bí a bá sọ̀rọ̀ fún olófòófó, ajádìí agbọ̀n la sọ ọ́ sí.",menyo20k,12
"Bí a bá ṣí ìdí ẹni sókè, ọmọ aráyé á rọ omi gbígbóná sí i.",menyo20k,15
Bí a bá wí a dàbí òwe; bí a ò bá wí a dàbí ìjà.,menyo20k,15
"Bí a kò bá láyàa rìndọ̀rìndọ̀, a kì í jẹ aáyán.",menyo20k,11
"Bí a kò bá lè kú, ìpẹ̀ là ń gbà.",menyo20k,10
"Bí a kò bá lè mú ọkọ, a kì í na obìnrin-in rẹ.",menyo20k,13
"Bí a kò bá lówó aládìn-ín, à jẹun lójúmọmọ, à gbálẹ̀ sùn wàrà.",menyo20k,13
"Bí a kò bá ní èsè ẹ̀fà, a kì í kó iṣu òje.",menyo20k,13
Bí a kò bá rí wọlé-wọ̀de a ò gbọdọ̀ wọlé ọba.,menyo20k,11
"Bí a kò bá ṣe fún ilẹ̀, a kì í fi ọwọ́ sọ ọ́.",menyo20k,14
"Bí a kò rówó ra ẹrú, à sọ adìẹ ẹni lórúkọ.",menyo20k,11
Bí a ó ti ṣe é ní ń fi araa rẹ̀ hàn.,menyo20k,12
Bí adìẹ́ bá gbélẹ̀ a ya òpìpì.,menyo20k,7
"Bí àjànàkú ò bá gbẹ́kẹ̀lé fùrọ̀, kì í mi òdù àgbọn.",menyo20k,11
"Bí àjẹ́ bá mupo, ojúu rẹ̀ a rọ̀.",menyo20k,8
"Bí alágbáraá bá jẹ ọ́ níyà, fẹ̀rín sí i.",menyo20k,9
"Bí alágẹmọọ́ bá fẹ́ kọjá, ìjàm̀pere ò níí jà.",menyo20k,9
"Bí alẹ́ bá lẹ́, adẹ́tẹ̀ a rìn, a yan.",menyo20k,9
"Bí àṣá bá ń bínú, sùúrù ló yẹ ọlọ́jà.",menyo20k,9
"Bí aáṣẹ́ bá ti ń fò, bẹ́ẹ̀ la ti ń sọ̀kò sí i.",menyo20k,13
Bí awó ti ń lù lawó ti ń jó.,menyo20k,9
"Bí bàtá bá ró àrójù, yíya ní ń ya.",menyo20k,9
"Bí ekòló bá kọ ebè, araa rẹ̀ ni yó gbìn sí i.",menyo20k,12
Bí èṣù ikú bá ń ṣe ìgbín nìgbín ń yẹ́yin.,menyo20k,10
"Bí ẹjá bá sùn, ẹja á fi ẹja jẹ.",menyo20k,9
"Bí ẹlẹ́jọ́ bá mọ ẹjọ́ọ rẹ̀ lẹ́bi, kì í pẹ́ níkùnúnlẹ̀.",menyo20k,11
"Bí ẹnìkán bá fojú di Orò, Orò a gbé e.",menyo20k,10
"Bí ìdí ìkokò kò bá dá a lójú, kì í gbé egungun mì.",menyo20k,13
Bí ìfà bí ìfà lọmọdé fi ń dáràn wọlé.,menyo20k,9
"Bí ilé bá dá, adẹ́tẹ̀ a rìn, a yan.",menyo20k,9
"Bí ìlùú bá dún àdúnjù, yó fàya.",menyo20k,7
"Bí iná bá jóni, tó jó ọmọ ẹni, tara ẹni là ń kọ́ gbọ̀n.",menyo20k,14
"Bí iṣu ẹní bá funfun, à fọwọ́ bò ó jẹ.",menyo20k,10
"Bí obìnrín bá wọgbó orò, a ò lè rí àbọ̀ọ ẹ̀ mọ́.",menyo20k,12
"Bí ògbó ẹni ò bá dánilójú, a kì í fi gbárí wò.",menyo20k,12
"Bí ojú alákẹdun ò dá igi, kì í gùn ún.",menyo20k,10
"Bí ojú onísó ò bá sunwọ̀n, a kì í lọ̀ ọ́.",menyo20k,11
"Bí ológbòó bá pa eku, a fi ìrùu rẹ̀ dẹlé.",menyo20k,10
"Bí ológbòó bá ṣẹ̀ ń pa ẹmọ́, à mọ̀ pé ó máa lọ.",menyo20k,13
"Bí òní ti rí, ọ̀la ò rí bẹ́ẹ̀, ni babaláwoó fi ń dÍfá lọ́rọọrún.",menyo20k,14
"Bí oníṣú bá fi iṣuu rẹ̀ se ẹ̀bẹ, ọgbọ́n a tán nínú a-tu-èèpo-jẹ.",menyo20k,13
"Bí ooré bá pọ̀ lápọ̀jù, ibi ní ń dà.",menyo20k,9
"Bí òwe ò bá jọ òwe, a kì í pa á.",menyo20k,11
"Bí ọ̀nàá dé orí àpáta, níṣe ní ń pin.",menyo20k,9
"Bí ọ̀ràn-án bá ṣú òkùnkùn, à bẹ̀ ẹ́ wò lábẹ́.",menyo20k,10
"Bí ọ̀ràn ò tán, ibì kan là ń gbé; arékété lohun ń ṣe.",menyo20k,13
Bíbi là ń bi odò wò ká tó wọ̀ ọ́.,menyo20k,10
"Bọ̀rọ̀kìnní àṣejù, oko olówó ni ń múni lọ.",menyo20k,8
Bọ̀rọ̀kìnnín lọ̀tá ìlú; afínjú lọba ń pa.,menyo20k,7
"Dàda ò leè jà, ṣùgbọ́n ó lábùúrò tó gbójú.",menyo20k,9
Dágun-dágun Kaletu tí ń dá ìbejì lápá.,menyo20k,7
Dá-mìíràn-kún-mìíràn tí ń pa àpatà ẹyẹlé.,menyo20k,6
"Dá-nǹkan-dá-nǹkan, tí kì í dáṣọ̀, tí kì í dẹ́wù.",menyo20k,9
"Èké tanni síjà ẹkùn, ó fi ọrán ṣíṣẹ́ sápó ẹni.",menyo20k,10
Eku tí yó pa ológìnní ò níí dúró láyé.,menyo20k,9
Eku ò gbọdọ̀ ná ọjà tí ológìnní dá.,menyo20k,8
"Èmi ló lòní, èmi ló lọ̀la” lọmọdé fi ń dígbèsè.",menyo20k,10
Èpèé pọ̀ ju ohun tó nù lọ; abẹ́rẹ́ sọnù a gbé ṣẹ́ẹ́rẹ́ síta.,menyo20k,13
Èpèé pọ̀ ju ohun tó nù; abẹ́rẹ́ sọnù wọ́n lọ gbé Ṣàǹgó.,menyo20k,12
Erée kí lajá ń bá ẹkùn ṣe?,menyo20k,7
Èrò kì í; jẹ́wọ́ọ “Mo tà tán.”,menyo20k,7
Eṣinṣin ò mọkú; jíjẹ ni tirẹ̀.,menyo20k,6
Èṣù ò ṣejò; ẹni tó tẹ ejò mọ́lẹ̀ lẹ̀bá ń bá.,menyo20k,11
Etí mẹta ò yẹ orí; èèyàn mẹ́ta ò dúró ní méjì-méjì.,menyo20k,11
Ewú logbó; irùngbọ̀n làgbà; máamú làfojúdi.,menyo20k,6
Ewúrẹ́ jẹ ó relé; àgùntán jẹ ó relé; à-jẹ-ì-wálé ló ba ẹlẹ́dẹ̀ jẹ́.,menyo20k,13
Ewúrẹ́ kì í wọlé tọ ìkokò.,menyo20k,6
Èèyan má-jẹ̀ẹ́-kí-èèyàn-kú ń bẹ níbòmíràn; bó-le-kú-ó-kú ń bẹ nílée wa.,menyo20k,10
Èyí ayé ń ṣe n kà ṣàì ṣe; bádìẹẹ́ máa wọ ọ̀ọ̀dẹ̀ a bẹ̀rẹ̀.,menyo20k,14
"Èyí ò tófò, èyí ò tófò; fìlà ìmàleé kù pẹ́tẹ́kí.",menyo20k,10
"Ẹ pa Ayéjẹ́nkú, ẹ pa Ìyálóde Aníwúrà; ìgbà tí ẹ pa Ìyápọ̀ ẹ gbàgbé ogun.",menyo20k,15
Ẹ̀bi alábahun kì í gbèé dẹ̀bi ànaa rẹ̀.,menyo20k,8
Ẹ̀bìtì ò peèrà tó ṣe pẹ̀lẹ́pẹ̀lẹ́; ẹnu ẹni ní ń pani.,menyo20k,11
"Ẹ̀bìtì tí ò kún ẹmọ́ lójú, òun ní ń yí i lẹ́pọ̀n sẹ́yìn.",menyo20k,13
Ẹ̀gbá mọ̀dí Ọbà; ẹni tó gbéniṣánlẹ̀ẹ́ lè pani.,menyo20k,8
Ẹgbẹ́ ẹja lẹja ń wẹ̀ tọ̀; ẹgbẹ́ ẹyẹ lẹyẹ ń wọ́ lé.,menyo20k,12
Ẹ̀yìn àjànàkú là ń yọ ogbó; ta ní jẹ́ yọ agada lójú erin?,menyo20k,13
Ẹ̀hìn ní ńdun ol-ókùú-àdá sí.,menyo20k,5
"Ẹ̀ẹ̀kan ṣoṣo lọmọ ń sín tí à ń ní “à-sín-gbó, à-sín-tọ́.”",menyo20k,11
Ẹ̀kọ tí kò bá léwé làgbà ń gbà.,menyo20k,8
Ẹkùn kì í yan kí ajá yan.,menyo20k,7
Ẹlẹ́dẹ̀ tó kú légbodò ló ní ká fòun jẹyán.,menyo20k,9
"Ẹlẹ́jọ́ kú sílé, aláròyé kú síta gbangba.",menyo20k,7
Ẹlẹ́kún sunkún ó bá tirẹ̀ lọ; aláròpa ìbá sunkún kò dákẹ́.,menyo20k,11
Ẹlẹ́rù ní ńgbé ẹrù ká tó ba ké ọfẹ.,menyo20k,9
"Ẹ̀lúlùú, ìwọ ló fòjò pa araà rẹ.",menyo20k,7
Ẹni àjò ò pé kó múra ilé.,menyo20k,7
Ẹní bá rọra pa eèrà á rí ìfun inúu rẹ̀.,menyo20k,10
Ẹní bá fẹ́ abuké ni yó ru ọmọọ rẹ̀ dàgbà.,menyo20k,10
Ẹní bá fẹ́ arúgbó gbẹ̀yìn ni yó sìnkúu rẹ̀.,menyo20k,9
Ẹní bá mọ ayéé jẹ kì í gun àgbọn.,menyo20k,9
Ẹní bá mọ ayéé jẹ kì í jà.,menyo20k,8
Ẹní bá mọ iṣin-ín jẹ a mọ ikú ojúu rẹ̀ẹ́ yọ.,menyo20k,11
Ẹní bá na Ọ̀yẹ̀kú á ríjà Ogbè.,menyo20k,7
Ẹní bá sọ púpọ̀ á ṣìsọ.,menyo20k,6
"Ẹní bá pé kí àkàlà má jòkú, ojúu rẹ̀ lẹyẹ ń kọ́kọ́ yọ jẹ.",menyo20k,14
Ẹní gúnyán kalẹ̀ yóò júbà ọbẹ̀.,menyo20k,6
Ẹní gbé adíẹ òtòṣì-í gbé ti aláròyé.,menyo20k,7
Ẹní kánjú jayé á kánjú lọ sọ́run.,menyo20k,7
Ẹni méjì kì í bínú egbinrin.,menyo20k,6
Ẹni òyìnbó fẹ́ràn ní ń tì mọ́lé.,menyo20k,7
Ẹní ṣe ọ̀ràn Ìjẹ̀bú: etí ẹ̀ á gbọ́ ìbọn.,menyo20k,9
Ẹni tí a bá ń mú ìyàwó bọ̀ wá fún kì í garùn.,menyo20k,13
Ẹni tí a bá ti rí kì í tún ba mọ́lẹ̀ mọ́.,menyo20k,12
Ẹni tí a fẹ́ẹ́ sunjẹ kì í fepo para lọ jókòó sídìí iná.,menyo20k,13
"Ẹni tí a ò lè mú, a kì í gọ dè é.",menyo20k,12
"Ẹni tí a ò lè mú, Ọlọ́run là ń fi lé lọ́wọ́.",menyo20k,12
Ẹni tí ń sáré kiri nínúu pápá ń wá ọ̀nà àti jìn sí kòtò.,menyo20k,14
"Ẹni tí ó bá wọ odò ni àyà ń kò, àyà ò fo odò.",menyo20k,14
Ẹni tí ó jìn sí kòtòó kọ́ ará ìyókù lọ́gbọ́n.,menyo20k,10
Ẹni tí ó tọ odò tí kò dẹ̀yìn yò bàá Olúwẹri pàdé.,menyo20k,12
Ẹni tí ó bá mu ọtí ogójì á sọ̀rọ̀ okòó.,menyo20k,10
"Ẹni tí ó yá ẹgbàafà tí kò san án, ó bẹ́gi dí ọ̀nà egbèje.",menyo20k,14
Ẹni tí ó bá obìnrin kó lọ sílée rẹ̀ yó sùn nínú ẹ̀rù.,menyo20k,13
Ẹni tí ò fẹ́ẹ́ wọ àkísà kì í bá ajá ṣe erée géle.,menyo20k,13
Ẹni tí ò tónií nà ò gbọdọ̀ ṣe kọ́-ń-dú síni.,menyo20k,10
Ẹni tí Oròó máa mú ń ba wọn ṣe àìsùn orò.,menyo20k,11
Ẹnìkan kì í fi ọ̀bẹ tó nù jẹṣu.,menyo20k,8
Ẹnu iná ní ń pa iná; ẹnu èrò ní ń pa èrò.,menyo20k,12
"Ẹnu ni àparòó fi ń pe ọ̀rá; a ní “Kìkì ọ̀rá, kìkì ọ̀rá!”",menyo20k,13
Ẹnu tí ìgbín fi bú òrìṣà ní ń fií lọlẹ̀ lọ bá a.,menyo20k,13
Ẹnuù mi kọ́ ni wọ́n ti máa gbọ́ pé ìyá ọbaá lájẹ̀ẹ́.,menyo20k,12
Ẹrẹ̀ òkèọ̀dàn ni yó kìlọ̀ fún a-láròó-gbálẹ̀ aṣọ.,menyo20k,8
Ẹṣin iwájú ni ti ẹ̀yìn ń wò sáré.,menyo20k,8
Ẹ̀sọ̀ ẹ̀sọ̀ la fi ń lá ọbẹ̀ tó gbóná.,menyo20k,9
Ẹ̀tẹ́ ní ń gbẹ̀yìn aláṣejù.,menyo20k,5
Ẹyẹ kí lo máa pa tí ò ń fi àkùkọ ṣe oògùn àtè?,menyo20k,13
Ẹyin lọ̀rọ̀; bó bá balẹ̀ fífọ́ ní ń fọ́.,menyo20k,9
Ẹyin adìẹ ò gbọdọ̀ forí sọ àpáta.,menyo20k,7
"Fáàárí àṣejù, oko olówó ní ń mú ọmọ lọ.",menyo20k,9
Fẹ̀yìntì kí o rí ìṣe èké; farapamọ́ kí; o gbọ́ bí aṣenií ti ń sọ.,menyo20k,15
"Fi ẹ̀jẹ̀ sínú, tu itọ́ funfun jáde.",menyo20k,7
"Fi ohun wé ohun, fi ọ̀ràn wé ọ̀ràn; fi ọ̀ràn jì ká yìn ọ́.",menyo20k,14
Fi ọ̀ràn sínú pète ẹ̀rín; fi ebi sínú sunkún ayo.,menyo20k,10
Fò síhìnín fò sọ́hùnún làkèré fi ń ṣẹ́ nítan.,menyo20k,9
Ganganran ò ṣéé kì mọ́lẹ̀; a-gúnni-lọ́wọ́-bíi-ṣoṣoro.,menyo20k,6
Gìdì-gìdì ò mọ́là; ká ṣiṣẹ́ bí ẹrú ò da nǹkan.,menyo20k,10
Gùdùgudu ò túra sílẹ̀ lẹ́ẹ̀kan.,menyo20k,5
“Gbà sókè” ni “Gbà sọ́kọ̀”; ohun tá a bá sọ síwájú là ḿbá.,menyo20k,13
Gbígbòòrò là ń ṣe ọ̀nà igi.,menyo20k,6
Gbogbo ìjà nìjà; bóo gbémi lulẹ̀ mà mọ́ ẹ lójú lákọ lákọ.,menyo20k,12
"Gbogbo obìnrin ló ń gbéṣẹ́, èyí tó bá ṣe tiẹ̀ láṣejù laráyé ń pè láṣẹ́wó.",menyo20k,15
Gbólóhùn kan Agán tó awoó ṣe.,menyo20k,6
Gbólóhùn kan-án ba ọ̀rọ̀ jẹ́; gbólóhùn kan-án tún ọ̀rọ̀ ṣe.,menyo20k,10
Gbólóhùn kan la bi elépo; elépo ń ṣe ìrànrán.,menyo20k,9
Ìbẹ̀rẹ̀ òṣì bí ọmọ ọlọ́rọ̀ là ń rí.,menyo20k,8
Ibi ìṣáná la ti ńkíyè sóògùn.,menyo20k,6
Ibi tí a gbọ́n mọ là ń ṣòwò-o màlúù mọ.,menyo20k,10
Ibi tí a ti ń wo olókùnrùn lati ń wo ara ẹni.,menyo20k,12
"Ibi tí à ńlọ là ńwò, a kì í wo ibi tí a ti ṣubú.",menyo20k,15
"Ibi tí akátá ba sí, adìẹ ò gbọdọ̀ débẹ̀.",menyo20k,9
Ibi tí ó mọ là ń pè lọ́mọ.,menyo20k,8
